Samples	plate	timepoint	genotypeID	chamber	microbiome	well	size.pixels	size.mm2	Fo	Fm	Fv	Fp	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss
P11B5.0C.ControlM	P33	week3	P11B5	0	Control	1	1000	153.26	53.03	145.46	92.43	139.19	70.85	54.09	48.09	44.39	38.24	86.28	105.7	111.97	71.09	50.78	44.29	40.13	35.04	39.98	45.56	46.91	38.32	32.82	30.51	28.98	26.22	42.42	46.64	47.82	32.53	21.27	17.58	15.41	12.01	43.86	59.07	64.16	-0.24	3.31	3.8	4.26	3.19	46.31	60.14	65.06	0.64	0.46	0.39	0.37	0.35	0.31	0.51	0.56	0.57	0	0.06	0.08	0.1	0.08	0.54	0.57	0.58	1.05	1.69	2.02	2.28	2.8	0.69	0.38	0.3	0.7	0.81	0.85	0.87	0.9	0.57	0.4	0.34	-0.01	0.16	0.22	0.28	0.27	1.06	1.02	1.01	-0.01	0.24	0.31	0.38	0.36	0.99	0.99	0.99	0.96	1.74	2.14	2.47	2.97
P11B5.9C.0M	P34	initial	P11B5	9	0	1	691	105.9	26.53	54.55	28.02	56.97	39.09	33.52	31.74	29.46	29.11	42	45.04	46.27	39.89	32.86	30.54	28.64	26.48	22.68	23.99	24.27	22.24	20.23	19.49	18.55	18.48	23.23	24.18	24.52	16.85	13.29	12.24	10.91	10.63	18.77	20.86	21.76	-0.8	0.66	1.2	0.82	2.63	19.33	21.04	22	0.53	0.44	0.41	0.4	0.38	0.38	0.46	0.47	0.48	-0.05	-0.03	-0.02	-0.03	0.03	0.46	0.45	0.47	0.48	0.74	0.84	0.98	1	0.41	0.31	0.28	0.38	0.55	0.59	0.6	0.67	0.33	0.26	0.2	-0.24	-0.22	-0.25	-0.28	-0.1	1.01	0.98	0.98	-0.9	-1.28	-2.89	-1.53	-1.01	0.87	0.86	0.86	0.58	1.01	1.16	1.23	1.53
P11B5.9C.0M	P34	week3	P11B5	9	0	1	664	101.76	27.23	76.98	49.74	72.16	44.48	36.1	33.4	30.45	29.63	44.23	54.03	57.48	43.22	33.17	29.7	26.53	25.75	21.72	24.63	25.23	21.64	19.44	18.63	17.68	17.4	21.58	23.68	24.31	22.84	16.66	14.77	12.77	12.23	22.65	30.36	33.16	1.26	2.93	3.7	3.92	3.88	22.51	29.4	32.25	0.65	0.51	0.46	0.44	0.42	0.41	0.51	0.56	0.58	0.03	0.08	0.11	0.13	0.13	0.51	0.54	0.56	0.73	1.13	1.3	1.53	1.6	0.74	0.42	0.34	0.59	0.71	0.75	0.78	0.79	0.59	0.43	0.37	0.06	0.18	0.25	0.31	0.32	0.99	0.97	0.97	0.11	0.3	0.4	0.46	0.47	1	1.01	1.01	0.67	1.18	1.43	1.72	1.8
P11B5.9C.9M	P35	initial	P11B5	9	9	1	2008	307.74	33.78	60	26.22	65.65	42.98	36.29	34.03	32	31.66	42.53	47.41	49.44	45.57	36.99	34.25	31.74	30.62	26.85	29.1	29.82	27.62	24.69	23.63	22.63	22.46	27.43	29.38	30.15	15.36	11.6	10.41	9.37	9.2	15.1	18.03	19.29	-2.6	-0.7	-0.22	0.26	1.03	15.68	18.31	19.62	0.44	0.36	0.32	0.31	0.29	0.29	0.36	0.38	0.39	-0.06	-0.02	-0.01	0.01	0.03	0.37	0.39	0.4	0.4	0.65	0.76	0.87	0.9	0.41	0.27	0.21	0.53	0.67	0.71	0.75	0.75	0.54	0.41	0.35	-0.17	-0.06	-0.02	0.03	0.11	1.04	1.02	1.02	-0.28	-0.09	-0.03	0.04	0.15	1.02	1.01	1.01	0.44	0.77	0.92	1.07	1.14
P11B5.9C.9M	P35	week3	P11B5	9	9	1	1433	219.62	55.82	130.23	74.42	123.19	71.31	63.44	60.92	60.83	61.36	95.19	105.33	108.77	69.33	59.52	57.24	56.12	55.38	50.59	53.98	54.93	41.22	38.46	37.52	37.49	37.69	48.21	50.68	51.46	30.09	24.98	23.4	23.35	23.67	46.98	54.65	57.31	1.98	3.93	3.68	4.72	5.98	44.6	51.35	53.84	0.57	0.42	0.39	0.38	0.38	0.39	0.49	0.52	0.53	0.03	0.06	0.06	0.08	0.1	0.47	0.49	0.5	0.83	1.05	1.14	1.14	1.12	0.37	0.24	0.2	0.66	0.73	0.75	0.75	0.74	0.43	0.31	0.27	0.07	0.16	0.16	0.2	0.25	0.95	0.94	0.94	0.11	0.24	0.24	0.3	0.37	1	1	1	0.78	1.07	1.15	1.2	1.22
P11B5.9C.ControlM	P36	initial	P11B5	9	Control	1	463	70.96	22.82	38.31	15.49	38.4	22.08	18.37	17.17	15.84	16.05	23.01	25.91	27.53	20.85	15.56	14.79	13.38	13.05	14.15	16.06	16.81	15.87	13.86	13.16	12.37	12.5	16.35	17.76	18.51	6.21	4.51	4	3.47	3.55	6.66	8.15	9.02	1.23	2.81	2.38	2.46	3	8.86	9.84	10.72	0.4	0.28	0.25	0.23	0.22	0.22	0.29	0.31	0.33	0.06	0.15	0.14	0.16	0.19	0.39	0.38	0.39	0.74	1.09	1.23	1.42	1.39	0.66	0.48	0.39	0.72	0.82	0.84	0.87	0.86	0.7	0.6	0.54	0.2	0.62	0.59	0.71	0.84	1.33	1.21	1.19	0.26	0.7	0.67	0.77	0.88	1.15	1.09	1.08	0.84	1.47	1.6	1.87	1.94
P11B5.9C.ControlM	P36	week3	P11B5	9	Control	1	200	30.65	46.64	111.05	64.41	103.36	68.48	54.27	46.87	40.44	33.79	68.99	87.89	91.54	71.48	52.42	44.91	36.12	31.64	32.94	38.04	39.01	36.98	32.4	29.61	26.91	23.79	37.13	41.99	42.81	31.5	21.87	17.26	13.53	10	31.86	45.9	48.73	-3	1.86	1.96	4.32	2.15	36.04	49.85	52.53	0.58	0.46	0.4	0.37	0.33	0.3	0.46	0.52	0.53	-0.04	0.03	0.04	0.11	0.06	0.52	0.57	0.57	0.62	1.05	1.37	1.75	2.29	0.61	0.26	0.21	0.57	0.72	0.79	0.84	0.89	0.57	0.34	0.29	-0.1	0.08	0.11	0.32	0.22	1.13	1.09	1.08	-0.18	0.14	0.17	0.43	0.29	1	0.98	0.98	0.45	0.97	1.3	1.86	2.27
P13A2.0C.0M	P31	initial	P13A2	0	0	2	569	87.2	89.48	213.53	124.04	211.48	161.06	137.99	126.98	117.51	113.04	150.3	165.87	173.05	165.43	138.56	128.49	117.01	111.13	82.53	86.24	86.07	78.73	72.78	69.6	66.66	65.19	76.07	79.87	81.49	82.33	65.2	57.38	50.86	47.84	74.23	86	91.56	-4.37	-0.57	-1.51	0.51	1.91	67.77	79.63	86.98	0.58	0.51	0.47	0.45	0.43	0.42	0.49	0.52	0.53	-0.03	0	-0.01	0	0.02	0.45	0.48	0.5	0.33	0.55	0.68	0.82	0.89	0.42	0.29	0.23	0.39	0.54	0.6	0.65	0.68	0.46	0.36	0.31	-0.05	-0.01	-0.03	0.01	0.04	0.91	0.93	0.95	-0.11	-0.02	-0.05	0.02	0.07	0.99	1	1	0.28	0.53	0.65	0.81	0.9
P13A2.0C.0M	P31	week3	P13A2	0	0	2	849	130.11	53.94	152.51	98.57	141.14	79.93	60.9	54.53	48.77	44.46	79.31	105.42	114.16	80.17	58.5	51.41	45.08	40.38	37.34	43.77	45.53	40.83	35.21	32.98	30.78	29.01	40.66	46.58	48.21	39.1	25.69	21.55	17.99	15.46	38.64	58.84	65.95	-0.25	2.4	3.12	3.69	4.08	41.96	61.64	68.62	0.65	0.49	0.42	0.4	0.37	0.35	0.49	0.56	0.58	0	0.04	0.06	0.08	0.09	0.53	0.58	0.6	0.91	1.5	1.8	2.13	2.43	0.92	0.45	0.34	0.65	0.78	0.82	0.85	0.87	0.65	0.44	0.37	-0.01	0.09	0.14	0.21	0.26	1.09	1.05	1.04	-0.01	0.16	0.23	0.3	0.37	1	0.98	0.98	0.76	1.41	1.75	2.13	2.5
P13A2.0C.9M	P32	initial	P13A2	0	9	2	569	87.2	89.48	213.53	124.04	211.48	161.06	137.99	126.98	117.51	113.04	150.3	165.87	173.05	165.43	138.56	128.49	117.01	111.13	82.53	86.24	86.07	78.73	72.78	69.6	66.66	65.19	76.07	79.87	81.49	82.33	65.2	57.38	50.86	47.84	74.23	86	91.56	-4.37	-0.57	-1.51	0.51	1.91	67.77	79.63	86.98	0.58	0.51	0.47	0.45	0.43	0.42	0.49	0.52	0.53	-0.03	0	-0.01	0	0.02	0.45	0.48	0.5	0.33	0.55	0.68	0.82	0.89	0.42	0.29	0.23	0.39	0.54	0.6	0.65	0.68	0.46	0.36	0.31	-0.05	-0.01	-0.03	0.01	0.04	0.91	0.93	0.95	-0.11	-0.02	-0.05	0.02	0.07	0.99	1	1	0.28	0.53	0.65	0.81	0.9
P13A2.0C.9M	P32	week3	P13A2	0	9	2	1045	160.15	22.54	68.57	46.03	63.17	32.35	25.35	23.27	21.4	19.43	31.03	39.8	43.13	30.84	22.66	19.7	16.98	15.73	14.56	17.09	17.51	16.48	14.44	13.74	13.07	12.31	16.13	18.21	18.88	15.87	10.9	9.52	8.33	7.12	14.9	21.59	24.25	1.51	2.69	3.57	4.42	3.7	16.47	22.71	25.61	0.67	0.49	0.43	0.41	0.39	0.37	0.48	0.54	0.56	0.05	0.11	0.15	0.21	0.19	0.53	0.57	0.59	1.12	1.71	1.95	2.2	2.53	1.21	0.72	0.59	0.7	0.8	0.83	0.85	0.87	0.72	0.57	0.51	0.1	0.25	0.37	0.53	0.52	1.11	1.05	1.06	0.18	0.39	0.54	0.69	0.66	1	0.99	0.98	1.05	1.79	2.21	2.72	3.02
P13A2.0C.ControlM	P33	initial	P13A2	0	Control	2	464	71.11	98.19	227.06	128.87	216.1	178.11	153.17	142.43	127.93	118.54	158.4	177.63	186.18	184.5	155.54	143.35	128.96	119.27	82.88	87.14	88.43	87.76	81.24	78.12	73.55	70.34	82.69	87.64	89.67	90.35	71.93	64.31	54.39	48.2	75.71	89.99	96.51	-6.39	-2.37	-0.92	-1.03	-0.72	75.52	90.49	97.76	0.57	0.51	0.47	0.45	0.43	0.41	0.48	0.51	0.52	-0.04	-0.02	-0.01	-0.01	-0.01	0.48	0.51	0.53	0.27	0.48	0.59	0.77	0.92	0.43	0.28	0.22	0.35	0.51	0.57	0.65	0.69	0.48	0.35	0.3	-0.07	-0.03	-0.01	-0.02	-0.02	1	1.01	1.01	-0.15	-0.06	-0.03	-0.03	-0.03	1	1	1	0.17	0.39	0.51	0.68	0.81
P13A2.0C.ControlM	P33	week3	P13A2	0	Control	2	742	113.72	81.18	233.05	151.87	219	109.39	75.09	62.9	53.88	47.33	115.26	161.18	173.09	112.74	74.56	61.81	51.92	45.83	56.81	69.85	72.05	58.24	46.85	41.8	37.61	34.3	59.87	70.26	72.44	51.15	28.24	21.11	16.27	13.03	55.4	90.92	100.65	-3.35	0.53	1.09	1.97	1.5	58.46	91.33	101.04	0.65	0.47	0.38	0.34	0.3	0.28	0.48	0.56	0.58	-0.03	0.01	0.02	0.04	0.03	0.51	0.57	0.58	1.13	2.1	2.71	3.33	3.92	1.02	0.45	0.35	0.71	0.85	0.89	0.92	0.93	0.68	0.44	0.37	-0.07	0.02	0.05	0.12	0.11	1.06	1	1	-0.13	0.03	0.08	0.17	0.15	1	1	1	0.94	1.94	2.54	3.22	3.78
P13A2.9C.0M	P34	initial	P13A2	9	0	2	634	97.16	38.87	85.41	46.54	86.53	65.74	54.63	51.01	48.45	47.4	66.72	72.22	73.52	67.94	54.72	49.94	48.09	46.46	32.76	35.12	34.92	34.11	30.73	29.45	28.6	28.21	34.38	35.88	36.19	31.62	23.9	21.56	19.86	19.2	32.34	36.34	37.34	-2.21	-0.09	1.07	0.36	0.94	33.95	37.1	38.6	0.56	0.49	0.46	0.44	0.43	0.43	0.5	0.51	0.51	-0.06	-0.01	0.01	-0.02	0.01	0.51	0.5	0.5	0.41	0.62	0.74	0.83	0.88	0.38	0.3	0.28	0.35	0.49	0.55	0.58	0.6	0.34	0.22	0.19	-0.2	-0.1	-0.16	-0.19	-0.09	1.07	1.01	0.97	-1.06	-0.8	-0.97	-0.81	-0.73	0.9	0.9	0.81	0.51	0.84	1.14	1.12	1.22
P13A2.9C.0M	P34	week3	P13A2	9	0	2	771	118.16	45.59	114.91	69.32	105.07	59.46	46.8	42.89	30.14	28.07	40.38	53.22	58.72	59.75	45.04	39.89	26.83	24.59	22.14	27.15	27.93	33.28	28.9	27.36	21.55	20.47	26.32	31.23	33.04	26.18	17.9	15.53	8.59	7.6	14.06	21.99	25.67	-0.29	1.76	3	3.31	3.48	18.24	26.06	30.79	0.6	0.44	0.38	0.36	0.29	0.27	0.35	0.41	0.44	0	0.04	0.07	0.11	0.12	0.45	0.49	0.52	0.93	1.46	1.68	2.81	3.09	1.85	1.16	0.96	0.68	0.79	0.82	0.91	0.92	0.84	0.74	0.69	-0.01	0.1	0.19	0.39	0.46	1.3	1.19	1.2	-0.02	0.15	0.28	0.48	0.55	1.09	1.03	1.01	0.76	1.33	1.63	2.92	3.27
P13A2.9C.9M	P35	initial	P13A2	9	9	2	1820	278.93	27.04	47.73	20.69	52.08	35.6	31.54	29.5	28.61	28.21	33.94	36.3	37.94	36.67	31.17	29.82	28	26.86	20.39	21.5	22.13	22.67	20.95	20.03	19.61	19.43	21.98	22.95	23.59	12.94	10.59	9.47	8.99	8.79	11.96	13.35	14.35	-1.07	0.37	-0.31	0.61	1.36	13.55	14.8	15.81	0.43	0.36	0.34	0.32	0.31	0.31	0.35	0.37	0.38	-0.03	0.01	-0.01	0.02	0.05	0.4	0.41	0.42	0.34	0.51	0.62	0.67	0.69	0.41	0.31	0.26	0.48	0.6	0.66	0.68	0.69	0.54	0.46	0.41	-0.08	0.03	-0.03	0.07	0.15	1.13	1.11	1.1	-0.13	0.05	-0.05	0.1	0.21	1.05	1.04	1.03	0.42	0.67	0.75	0.86	0.94
P13A2.9C.9M	P35	week3	P13A2	9	9	2	1103	169.04	54.67	116.6	61.93	109.04	60.1	49.64	45.94	43.77	43.2	69.13	87.06	93.57	61.62	48.23	45.01	42.24	40.46	42.07	50.11	52.02	37.94	33.49	31.76	30.71	30.43	41.35	47.17	49.01	22.15	16.15	14.18	13.06	12.77	27.78	39.9	44.56	-1.52	1.41	0.93	1.53	2.74	27.06	36.96	41.55	0.53	0.37	0.33	0.31	0.3	0.3	0.4	0.46	0.48	-0.03	0.03	0.02	0.04	0.06	0.39	0.42	0.44	0.94	1.35	1.54	1.66	1.7	0.69	0.34	0.25	0.72	0.81	0.83	0.85	0.85	0.63	0.43	0.34	-0.07	0.09	0.07	0.12	0.21	0.97	0.93	0.93	-0.11	0.13	0.09	0.16	0.29	0.99	0.98	0.99	0.77	1.26	1.42	1.58	1.7
P13A2.9C.ControlM	P36	initial	P13A2	9	Control	2	554	84.9	30.83	58.74	27.91	56.39	35.8	29.37	26.88	25.8	26	35.65	41.22	43.27	35.97	27.63	25.55	24.27	23.27	20.5	21.75	23.1	23.07	20.22	19.01	18.46	18.56	23.01	25.2	25.96	12.73	9.15	7.87	7.34	7.44	12.64	16.01	17.31	-0.17	1.74	1.33	1.53	2.73	15.15	19.46	20.17	0.48	0.36	0.31	0.29	0.28	0.29	0.35	0.39	0.4	0	0.06	0.05	0.06	0.1	0.42	0.47	0.47	0.64	1	1.19	1.28	1.26	0.65	0.43	0.36	0.64	0.76	0.8	0.82	0.81	0.65	0.52	0.47	-0.01	0.19	0.17	0.21	0.37	1.2	1.22	1.17	-0.02	0.26	0.23	0.27	0.46	1.07	1.05	1.04	0.57	1.04	1.21	1.32	1.42
P13A2.9C.ControlM	P36	week3	P13A2	9	Control	2	542	83.07	67.1	219.42	152.32	206.06	128.1	92.3	79.58	66.7	57.69	107.09	161.37	178.01	133.14	92.01	78.04	64.89	56.49	56.3	72.02	73.97	55.09	47.22	43.65	39.47	36.13	50.8	60.45	62.65	73.01	45.08	35.93	27.24	21.56	56.28	100.92	115.36	-5.04	0.29	1.54	1.81	1.2	50.79	89.35	104.04	0.69	0.57	0.49	0.45	0.41	0.37	0.53	0.63	0.65	-0.04	0	0.02	0.03	0.02	0.47	0.55	0.58	0.71	1.38	1.76	2.29	2.8	1.05	0.36	0.23	0.56	0.74	0.8	0.85	0.88	0.67	0.37	0.26	-0.07	0.01	0.04	0.07	0.06	0.9	0.89	0.9	-0.17	0.01	0.08	0.11	0.09	1	1.05	1.06	0.55	1.24	1.64	2.18	2.65
P14B3.0C.0M	P31	initial	P14B3	0	0	3	577	88.43	71.38	143.87	72.49	142.21	102.2	87.46	82.44	79.09	78.23	109.97	116.58	118.14	107.66	89.75	84.46	79.31	78.14	65.12	66.8	66.54	59.37	54.07	52.11	50.75	50.4	61.91	63.95	64.42	42.83	33.38	30.33	28.34	27.83	48.06	52.63	53.73	-5.46	-2.29	-2.03	-0.22	0.09	44.85	49.78	51.61	0.5	0.42	0.38	0.37	0.36	0.36	0.44	0.45	0.45	-0.05	-0.03	-0.02	0	0	0.41	0.43	0.44	0.41	0.65	0.75	0.82	0.84	0.31	0.23	0.22	0.49	0.63	0.67	0.7	0.7	0.41	0.34	0.32	-0.13	-0.07	-0.07	-0.01	0	0.93	0.95	0.96	-0.23	-0.11	-0.11	-0.01	0.01	0.98	0.99	0.99	0.32	0.58	0.68	0.79	0.82
P14B3.0C.0M	P31	week3	P14B3	0	0	3	1118	171.34	41.56	115.46	73.9	102.81	55.09	45.02	42.94	41.48	39.14	61.69	74.4	79.95	54.14	42.48	38.93	36.56	34.47	30.24	33.55	34.71	29.8	26.59	25.85	25.31	24.42	31.64	34.67	35.83	25.28	18.43	17.09	16.17	14.72	30.06	39.73	44.12	0.95	2.53	4.01	4.92	4.68	31.45	40.86	45.24	0.64	0.46	0.41	0.4	0.39	0.38	0.49	0.53	0.55	0.02	0.06	0.09	0.12	0.12	0.51	0.55	0.57	1.1	1.56	1.69	1.78	1.95	0.87	0.55	0.44	0.7	0.79	0.81	0.82	0.84	0.64	0.51	0.45	0.04	0.14	0.23	0.3	0.32	1.05	1.03	1.03	0.07	0.22	0.35	0.44	0.45	1	0.99	0.99	0.9	1.42	1.64	1.81	1.98
P14B3.0C.9M	P32	initial	P14B3	0	9	3	577	88.43	71.38	143.87	72.49	142.21	102.2	87.46	82.44	79.09	78.23	109.97	116.58	118.14	107.66	89.75	84.46	79.31	78.14	65.12	66.8	66.54	59.37	54.07	52.11	50.75	50.4	61.91	63.95	64.42	42.83	33.38	30.33	28.34	27.83	48.06	52.63	53.73	-5.46	-2.29	-2.03	-0.22	0.09	44.85	49.78	51.61	0.5	0.42	0.38	0.37	0.36	0.36	0.44	0.45	0.45	-0.05	-0.03	-0.02	0	0	0.41	0.43	0.44	0.41	0.65	0.75	0.82	0.84	0.31	0.23	0.22	0.49	0.63	0.67	0.7	0.7	0.41	0.34	0.32	-0.13	-0.07	-0.07	-0.01	0	0.93	0.95	0.96	-0.23	-0.11	-0.11	-0.01	0.01	0.98	0.99	0.99	0.32	0.58	0.68	0.79	0.82
P14B3.0C.9M	P32	week3	P14B3	0	9	3	978	149.89	19.59	53.86	34.27	52.01	26.24	21.9	20.45	19.08	17.98	27.56	32.88	34.97	24.94	19.52	17.57	15.82	14.37	13.29	15.32	15.39	14.17	12.8	12.29	11.78	11.35	14.54	15.9	16.37	12.07	9.1	8.16	7.3	6.63	13.02	16.98	18.6	1.29	2.37	2.88	3.27	3.61	14.26	17.55	19.58	0.64	0.46	0.42	0.4	0.38	0.37	0.47	0.52	0.53	0.05	0.11	0.14	0.17	0.2	0.52	0.53	0.56	1.05	1.46	1.63	1.82	1.99	0.95	0.64	0.54	0.7	0.78	0.8	0.83	0.84	0.67	0.55	0.5	0.11	0.26	0.35	0.45	0.54	1.1	1.03	1.05	0.19	0.4	0.51	0.6	0.69	1	1	0.99	1.09	1.66	1.96	2.29	2.62
P14B3.0C.ControlM	P33	initial	P14B3	0	Control	3	461	70.65	126.89	271.18	144.29	249	123.17	106.6	97.94	84.06	75.39	179.2	199.79	197.29	127.2	106.78	96.38	83.6	74.51	116.05	122.23	116.42	81.22	73.67	69.43	62.15	57.28	102.32	108.71	107.97	41.95	32.93	28.51	21.91	18.11	76.88	91.08	89.32	-4.03	-0.18	1.56	0.46	0.88	63.15	77.56	80.86	0.53	0.34	0.31	0.29	0.26	0.24	0.43	0.46	0.45	-0.03	0	0.02	0.01	0.01	0.35	0.39	0.41	1.2	1.54	1.77	2.23	2.6	0.51	0.36	0.37	0.78	0.83	0.86	0.9	0.92	0.54	0.44	0.45	-0.1	-0.01	0.05	0.02	0.05	0.82	0.85	0.91	-0.15	-0.01	0.08	0.03	0.06	0.93	0.96	0.98	0.96	1.33	1.58	1.98	2.34
P14B3.0C.ControlM	P33	week3	P14B3	0	Control	3	721	110.5	57.27	159.85	102.57	132.37	48.6	36.98	33	29.41	26.37	63.44	85.7	89.12	49.04	35.15	30.86	26.7	24	34.31	41.85	42.37	31.46	26.15	24.09	22.12	20.35	37.08	43.72	44.59	17.13	10.83	8.91	7.29	6.01	26.36	41.98	44.53	-0.44	1.83	2.15	2.7	2.37	29.13	43.85	46.75	0.64	0.35	0.29	0.27	0.25	0.23	0.42	0.49	0.5	-0.01	0.05	0.07	0.09	0.09	0.46	0.51	0.52	2.29	3.32	3.84	4.44	5.06	1.52	0.87	0.79	0.87	0.92	0.93	0.95	0.96	0.79	0.64	0.61	-0.03	0.17	0.24	0.37	0.39	1.11	1.04	1.05	-0.04	0.23	0.31	0.45	0.46	1.02	1	1	1.7	2.77	3.29	3.96	4.52
P14B3.9C.0M	P34	initial	P14B3	9	0	3	938	143.75	30.59	55.94	25.35	58.46	35.65	31.4	29.91	29.06	28.12	40.25	43.38	43.66	37.51	31.61	29.53	28.74	26.93	23.87	25.14	25.43	23.03	20.99	20.3	19.93	19.39	25.12	26.38	26.55	12.62	10.42	9.61	9.13	8.73	15.13	17	17.11	-1.86	-0.21	0.38	0.32	1.19	16.38	18.24	18.23	0.47	0.37	0.35	0.34	0.33	0.32	0.39	0.41	0.41	-0.08	-0.04	-0.01	-0.03	-0.01	0.4	0.42	0.42	0.65	0.86	0.94	1.01	1.11	0.47	0.38	0.36	0.51	0.62	0.66	0.68	0.72	0.34	0.74	0.18	-0.36	-0.61	-0.06	-0.21	-0.69	1.13	1.05	1.1	-1.13	-2.31	-0.71	-1.06	-3.03	0.85	0.89	0.91	0.76	1.09	1.27	1.44	1.73
P14B3.9C.0M	P34	week3	P14B3	9	0	3	1132	173.49	28.12	64.43	36.3	59.12	31	29.09	28.87	29.25	30.28	42.66	43.89	44.45	30.03	26.96	26.78	27.03	28.23	22.19	23.17	23.63	19.12	18.38	18.29	18.44	18.85	23	23.35	23.51	11.88	10.71	10.58	10.81	11.44	19.66	20.54	20.94	0.97	2.13	2.09	2.22	2.05	20.47	20.73	20.82	0.56	0.38	0.37	0.37	0.37	0.38	0.46	0.47	0.47	0.03	0.07	0.07	0.08	0.07	0.48	0.47	0.47	1.08	1.21	1.23	1.2	1.13	0.51	0.47	0.45	0.74	0.77	0.77	0.76	0.75	0.53	0.5	0.49	0.08	0.2	0.2	0.21	0.18	1.04	1.01	0.99	0.13	0.29	0.29	0.3	0.27	1	1	1	0.97	1.19	1.21	1.19	1.09
P14B3.9C.9M	P35	initial	P14B3	9	9	3	1690	259	25.88	49.34	23.45	49.13	27.14	24.17	23.15	22.39	22.15	30.26	34.96	35.4	26.91	23.1	21.96	20.55	19.85	18.32	20.16	20.24	18.11	16.74	16.24	15.87	15.75	19.45	21.29	21.45	9.03	7.43	6.91	6.52	6.41	10.81	13.67	13.95	0.23	1.07	1.19	1.84	2.3	11.94	14.8	15.17	0.48	0.33	0.31	0.3	0.29	0.29	0.36	0.39	0.39	0.01	0.04	0.05	0.08	0.1	0.39	0.42	0.43	0.82	1.04	1.13	1.2	1.23	0.63	0.41	0.39	0.71	0.77	0.79	0.81	0.81	0.64	0.51	0.5	0.03	0.14	0.17	0.28	0.36	1.1	1.08	1.09	0.04	0.2	0.23	0.37	0.45	1.04	1.03	1.03	0.83	1.13	1.24	1.39	1.48
P14B3.9C.9M	P35	week3	P14B3	9	9	3	745	114.18	65.17	117.36	52.19	102.8	63.63	54.84	50.89	48.48	46.56	53.42	58.88	64.71	65.01	54.08	49.47	45.66	44.24	36.17	39.56	42.82	44.37	39.91	37.77	36.43	35.34	39.15	42.01	44.89	19.26	14.93	13.12	12.05	11.23	14.27	16.88	19.82	-1.38	0.76	1.42	2.82	2.32	17.25	19.33	21.89	0.44	0.3	0.27	0.26	0.25	0.24	0.27	0.29	0.31	-0.02	0.01	0.03	0.06	0.05	0.32	0.33	0.34	0.84	1.14	1.31	1.42	1.52	1.2	0.99	0.81	0.74	0.81	0.84	0.85	0.86	0.82	0.78	0.73	-0.07	0.05	0.11	0.23	0.21	1.21	1.15	1.1	-0.1	0.07	0.14	0.29	0.26	1.12	1.08	1.05	0.58	0.9	1.08	1.25	1.32
P14B3.9C.ControlM	P36	initial	P14B3	9	Control	3	981	150.34	43.86	72.48	28.62	58.89	28	24.86	23.69	22.79	22.59	32.98	40.14	39.41	27.7	23.12	22.02	21.25	20.5	23.04	27.44	26.65	22.36	20.31	19.53	18.91	18.78	25.43	29.49	29.09	5.64	4.55	4.16	3.88	3.82	7.55	10.65	10.32	0.3	1.74	1.68	1.53	2.1	9.94	12.7	12.77	0.39	0.2	0.18	0.18	0.17	0.17	0.23	0.27	0.26	0.01	0.07	0.07	0.07	0.09	0.3	0.32	0.32	1.59	1.92	2.06	2.18	2.21	1.2	0.81	0.84	0.89	0.91	0.92	0.93	0.93	0.84	0.75	0.76	0.05	0.38	0.4	0.39	0.55	1.32	1.19	1.24	0.07	0.44	0.45	0.44	0.6	1.19	1.11	1.13	1.13	1.55	1.67	1.77	1.87
